"TAG","TEXT"
"a","Skip to main content"
"section","Alumni Webmail Jobs Tenders Office Orders NIRF RTI Placements Contact Us Search Home Institute History Vision & Mission Campus Location News and Events Tenders & Quotations Balance Sheets Rules, Guidelines & Forms Faculty Affairs IQAC Reports Administration Board Of Governors Chairman, Board of Governors Director Senate Members Building & Works Committee Finance Committee Grievance Redressal Committee Institute Functionaries Minutes of Meetings Programmes Undergraduate Postgraduate Doctorate Academic Support for Students Accreditation Scholarships IQAC Reports E-Academic Portal Admissions Academic Units Departments Centres Research Overview Research Groups Sponsored Research In-House Projects Consultancy Courses and Conferences Young Research Fellows Programme Norms and Forms Contacts Campus Life Students Facilities Online Fee Payment"
"ul","Alumni Webmail Jobs Tenders Office Orders NIRF RTI Placements Contact Us Search"
"li","Alumni"
"a","Alumni"
"li","Webmail"
"a","Webmail"
"li","Jobs"
"a","Jobs"
"li","Tenders"
"a","Tenders"
"li","Office Orders"
"a","Office Orders"
"li","NIRF"
"a","NIRF"
"li","RTI"
"a","RTI"
"li","Placements"
"a","Placements"
"li","Contact Us"
"a","Contact Us"
"li","Search"
"form","Search"
"label","Search"
"ul","Home Institute History Vision & Mission Campus Location News and Events Tenders & Quotations Balance Sheets Rules, Guidelines & Forms Faculty Affairs IQAC Reports Administration Board Of Governors Chairman, Board of Governors Director Senate Members Building & Works Committee Finance Committee Grievance Redressal Committee Institute Functionaries Minutes of Meetings Programmes Undergraduate Postgraduate Doctorate Academic Support for Students Accreditation Scholarships IQAC Reports E-Academic Portal Admissions Academic Units Departments Centres Research Overview Research Groups Sponsored Research In-House Projects Consultancy Courses and Conferences Young Research Fellows Programme Norms and Forms Contacts Campus Life Students Facilities Online Fee Payment"
"li","Home"
"a","Home"
"li","Institute History Vision & Mission Campus Location News and Events Tenders & Quotations Balance Sheets Rules, Guidelines & Forms Faculty Affairs IQAC Reports"
"a","Institute"
"ul","History Vision & Mission Campus Location News and Events Tenders & Quotations Balance Sheets Rules, Guidelines & Forms Faculty Affairs IQAC Reports"
"li","History"
"a","History"
"li","Vision & Mission"
"a","Vision & Mission"
"li","Campus"
"a","Campus"
"li","Location"
"a","Location"
"li","News and Events"
"a","News and Events"
"li","Tenders & Quotations"
"a","Tenders & Quotations"
"li","Balance Sheets"
"a","Balance Sheets"
"li","Rules, Guidelines & Forms"
"a","Rules, Guidelines & Forms"
"li","Faculty Affairs"
"a","Faculty Affairs"
"li","IQAC Reports"
"a","IQAC Reports"
"li","Administration Board Of Governors Chairman, Board of Governors Director Senate Members Building & Works Committee Finance Committee Grievance Redressal Committee Institute Functionaries Minutes of Meetings"
"a","Administration"
"ul","Board Of Governors Chairman, Board of Governors Director Senate Members Building & Works Committee Finance Committee Grievance Redressal Committee Institute Functionaries Minutes of Meetings"
"li","Board Of Governors"
"a","Board Of Governors"
"li","Chairman, Board of Governors"
"a","Chairman, Board of Governors"
"li","Director"
"a","Director"
"li","Senate Members"
"a","Senate Members"
"li","Building & Works Committee"
"a","Building & Works Committee"
"li","Finance Committee"
"a","Finance Committee"
"li","Grievance Redressal Committee"
"a","Grievance Redressal Committee"
"li","Institute Functionaries"
"a","Institute Functionaries"
"li","Minutes of Meetings"
"a","Minutes of Meetings"
"li","Programmes Undergraduate Postgraduate Doctorate Academic Support for Students Accreditation Scholarships IQAC Reports E-Academic Portal"
"a","Programmes"
"ul","Undergraduate Postgraduate Doctorate Academic Support for Students Accreditation Scholarships IQAC Reports E-Academic Portal"
"li","Undergraduate"
"a","Undergraduate"
"li","Postgraduate"
"a","Postgraduate"
"li","Doctorate"
"a","Doctorate"
"li","Academic Support for Students"
"a","Academic Support for Students"
"li","Accreditation"
"a","Accreditation"
"li","Scholarships"
"a","Scholarships"
"li","IQAC Reports"
"a","IQAC Reports"
"li","E-Academic Portal"
"a","E-Academic Portal"
"li","Admissions"
"a","Admissions"
"li","Academic Units Departments Centres"
"a","Academic Units"
"ul","Departments Centres"
"li","Departments"
"a","Departments"
"li","Centres"
"a","Centres"
"li","Research Overview Research Groups Sponsored Research In-House Projects Consultancy Courses and Conferences Young Research Fellows Programme Norms and Forms Contacts"
"a","Research"
"ul","Overview Research Groups Sponsored Research In-House Projects Consultancy Courses and Conferences Young Research Fellows Programme Norms and Forms Contacts"
"li","Overview"
"a","Overview"
"li","Research Groups"
"a","Research Groups"
"li","Sponsored Research"
"a","Sponsored Research"
"li","In-House Projects"
"a","In-House Projects"
"li","Consultancy"
"a","Consultancy"
"li","Courses and Conferences"
"a","Courses and Conferences"
"li","Young Research Fellows Programme"
"a","Young Research Fellows Programme"
"li","Norms and Forms"
"a","Norms and Forms"
"li","Contacts"
"a","Contacts"
"li","Campus Life Students Facilities Online Fee Payment"
"a","Campus Life"
"ul","Students Facilities Online Fee Payment"
"li","Students"
"a","Students"
"li","Facilities"
"a","Facilities"
"li","Online Fee Payment"
"a","Online Fee Payment"
"section","-A A +A Research & Consultancy Overview Research Groups Sponsored Research In-House Projects Consultancy List of Consultancy Projects Advance Manufacturing Lab Norms and Forms Contacts Quick Links Alumni Central Library TEQIP III Admissions Placement Tenders Close modal Consultancy The faculty at PEC University of Technology has expertise in various research areas of interest to the industry. The institute encourages its faculty to undertake consultancy work through which the faculty contributes toward the industrial growth, strengthen institute-industry interface and enrich their professional experience. The Research Planning and Development acts as a liaison between the institute and industry/ government bodies to undertake projects with specific problem, which are generally of short duration. Some of the Industries are Philips, Luminous, Metelex. Types of consultancy Broadly the following types of consultancy services being offered is given below: Analytical studies Cause-and -remedy studies Design of systems/components/processes Development of industrial products/systems Development of systems software/application software for offline/online applications. Development of laboratories Recruitment/entrance examinations Testing of industrial products/samples Validation of designs/drawings Advisor/ member to Governing Body of Industry/Institution Information to clients Anybody from Industry/ External Agency can contact the Institute to solve problems in almost every discipline of engineering, technology and science. The Institute through its faculty can handle such external requests of the industry/ agency that can come under the term consultancy in its broader sense. Directly contact the known faculty If not, browse through specialization of list and activities of faculty member in various departments If not, write about your problem/needs to the Dean (RP&D)"
"a","-A"
"sup","-"
"a","A"
"a","+A"
"sup","+"
"h3","Research & Consultancy"
"span","Research & Consultancy"
"ul","Overview Research Groups Sponsored Research In-House Projects Consultancy List of Consultancy Projects Advance Manufacturing Lab Norms and Forms Contacts"
"li","Overview"
"a","Overview"
"li","Research Groups"
"a","Research Groups"
"li","Sponsored Research"
"a","Sponsored Research"
"li","In-House Projects"
"a","In-House Projects"
"li","Consultancy List of Consultancy Projects"
"a","Consultancy"
"ul","List of Consultancy Projects"
"li","List of Consultancy Projects"
"a","List of Consultancy Projects"
"li","Advance Manufacturing Lab"
"a","Advance Manufacturing Lab"
"li","Norms and Forms"
"a","Norms and Forms"
"li","Contacts"
"a","Contacts"
"p","Quick Links"
"a","Quick Links"
"nav","Alumni Central Library TEQIP III Admissions Placement Tenders"
"ul","Alumni Central Library TEQIP III Admissions Placement Tenders"
"li","Alumni"
"a","Alumni"
"li","Central Library"
"a","Central Library"
"li","TEQIP III"
"a","TEQIP III"
"li","Admissions"
"a","Admissions"
"li","Placement"
"a","Placement"
"li","Tenders"
"a","Tenders"
"a","Close modal"
"p","The faculty at PEC University of Technology has expertise in various research areas of interest to the industry. The institute encourages its faculty to undertake consultancy work through which the faculty contributes toward the industrial growth, strengthen institute-industry interface and enrich their professional experience. The Research Planning and Development acts as a liaison between the institute and industry/ government bodies to undertake projects with specific problem, which are generally of short duration. Some of the Industries are Philips, Luminous, Metelex."
"p","Broadly the following types of consultancy services being offered is given below:"
"ul","Analytical studies Cause-and -remedy studies Design of systems/components/processes Development of industrial products/systems Development of systems software/application software for offline/online applications. Development of laboratories Recruitment/entrance examinations Testing of industrial products/samples Validation of designs/drawings Advisor/ member to Governing Body of Industry/Institution"
"li","Analytical studies"
"li","Cause-and -remedy studies"
"li","Design of systems/components/processes"
"li","Development of industrial products/systems"
"li","Development of systems software/application software for offline/online applications."
"li","Development of laboratories"
"li","Recruitment/entrance examinations"
"li","Testing of industrial products/samples"
"li","Validation of designs/drawings"
"li","Advisor/ member to Governing Body of Industry/Institution"
"p","Anybody from Industry/ External Agency can contact the Institute to solve problems in almost every discipline of engineering, technology and science. The Institute through its faculty can handle such external requests of the industry/ agency that can come under the term consultancy in its broader sense."
"ul","Directly contact the known faculty If not, browse through specialization of list and activities of faculty member in various departments If not, write about your problem/needs to the Dean (RP&D)"
"li","Directly contact the known faculty"
"li","If not, browse through specialization of list and activities of faculty member in various departments"
"li","If not, write about your problem/needs to the Dean (RP&D)"
"section","Research Overview Research Groups Sponsored Research Consultancy Collaborations In-House Projects Academics Time Tables Examination Academic Calendar Undergraduate Programme Postgraduate Programme PhD Programme Facilities Library Computer Centre Sports Hostels Medical Facility Workshops Information E-Notices Multimedia Brochure & Prospectus CRIKC Sexual Harassment Complaints Website Credits"
"h3","Research"
"span","Research"
"ul","Overview Research Groups Sponsored Research Consultancy Collaborations In-House Projects"
"li","Overview"
"a","Overview"
"li","Research Groups"
"a","Research Groups"
"li","Sponsored Research"
"a","Sponsored Research"
"li","Consultancy"
"a","Consultancy"
"li","Collaborations"
"a","Collaborations"
"li","In-House Projects"
"a","In-House Projects"
"h3","Academics"
"span","Academics"
"ul","Time Tables Examination Academic Calendar Undergraduate Programme Postgraduate Programme PhD Programme"
"li","Time Tables"
"a","Time Tables"
"li","Examination"
"a","Examination"
"li","Academic Calendar"
"a","Academic Calendar"
"li","Undergraduate Programme"
"a","Undergraduate Programme"
"li","Postgraduate Programme"
"a","Postgraduate Programme"
"li","PhD Programme"
"a","PhD Programme"
"h3","Facilities"
"span","Facilities"
"ul","Library Computer Centre Sports Hostels Medical Facility Workshops"
"li","Library"
"a","Library"
"li","Computer Centre"
"a","Computer Centre"
"li","Sports"
"a","Sports"
"li","Hostels"
"a","Hostels"
"li","Medical Facility"
"a","Medical Facility"
"li","Workshops"
"a","Workshops"
"h3","Information"
"span","Information"
"ul","E-Notices Multimedia Brochure & Prospectus CRIKC Sexual Harassment Complaints Website Credits"
"li","E-Notices"
"a","E-Notices"
"li","Multimedia"
"a","Multimedia"
"li","Brochure & Prospectus"
"a","Brochure & Prospectus"
"li","CRIKC"
"a","CRIKC"
"li","Sexual Harassment Complaints"
"a","Sexual Harassment Complaints"
"li","Website Credits"
"a","Website Credits"
"section","Copyright � 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012 Web Editor Anti-Ragging Privacy Statement Report Copyright Infringement"
"p","Copyright � 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"ul","Web Editor Anti-Ragging Privacy Statement Report Copyright Infringement"
"li","Web Editor"
"a","Web Editor"
"li","Anti-Ragging"
"a","Anti-Ragging"
"li","Privacy Statement"
"a","Privacy Statement"
"li","Report Copyright Infringement"
"a","Report Copyright Infringement"
"#root","Courses and Conferences | Punjab Engineering College Skip to main content Alumni Webmail Jobs Tenders Office Orders NIRF RTI Placements Contact Us Search Home Institute History Vision & Mission Campus Location News and Events Tenders & Quotations Balance Sheets Rules, Guidelines & Forms Faculty Affairs IQAC Reports Administration Board Of Governors Chairman, Board of Governors Director Senate Members Building & Works Committee Finance Committee Grievance Redressal Committee Institute Functionaries Minutes of Meetings Programmes Undergraduate Postgraduate Doctorate Academic Support for Students Accreditation Scholarships IQAC Reports E-Academic Portal Admissions Academic Units Departments Centres Research Overview Research Groups Sponsored Research In-House Projects Consultancy Courses and Conferences Young Research Fellows Programme Norms and Forms Contacts Campus Life Students Facilities Online Fee Payment -A A +A Research & Consultancy Overview Research Groups Sponsored Research In-House Projects Consultancy Advance Manufacturing Lab Norms and Forms Contacts Quick Links Alumni Central Library TEQIP III Admissions Placement Tenders Close modal Courses and Conferences Courses S.No Name of Course Name of the Coordinator Deptt. Duration 1 Six Sigma & Research Methodology Prof. P. S. Satsangi Mechanical 20/12/2010 to 24/12/2010 2 Design of Embedded Systems Prof. Neelu Jain E&EC 4/6/2010 to 5/6/2010 3 Refresher Course in �Mechanical Engineering� Prof. Sushant Samir Mechanical 29/12/2011 to 11/01/2012 4 Flights Mechanics & Recent Developments Prof. Rakesh Kumar Aeronautical 3/12/2012 to 07/12/2012 5 Faculty Development progremme with INFOSYS Prof. Sanjeev Sofat CS&E 12/9/2012 to 14/9/2012 6 Short Term Course on Applications of PLC in Mechatronics Prof. Balwinder Singh Electrical 7/1/2013 to 11/1/2013 7 Industry �Institute interaction on CSE Programming ( E-Waste Management) Porf. Sanjeev Sofat CS&E 8 Value Engineering Module - 1 Prof. R.M Belokar Production 14/07/2014 to 18/07/2014 Workshop S.No Name of Workshop Name of the Coordinator Deptt. Duration 1 Advance Techniques for Material Characterization Prof. Uma Batra Metallurgy 06/11/2012 2 One Workshop on Enhancement of R&D Activities Prof. P.S Satsangi Aeronautical 30/11/2012 3 The role & importance of basic sciences and humanities in U.G Engg. programe & revision of existing curriculum Prof. Sucheta Applied Science 23/03/2013 4 Design and Simulation of Photonic Communication System Prof. Neelam R. Prakash Prof. Neena Gupta E&EC 25/01/2013 5 Photonics System and Network Design Prof. Neelam R. Prakash Prof. Neena Gupta E&EC 06/02/2013 6 Recent Trends in Renewal Energy Sources Prof. Tarlochan kaur Electrical 13/03/2013 7 Quality Management System in Tube Manufacturing Prof. Uma Batra Metallurgy 08/03/2013 8 Development in Renewal Energy Sources Prof. Balwinder Singh Electrical 27/02/2013 to 01/03/2013 Conference S. No Name of Conference Name of the Coordinator Deptt. Duration 1 Half Day Round Table Conference with DIT �Critical Information Infrastructure Protection � Towards a Cyber Safe City� Prof. Sanjeev Sofat CSE 28/08/2012 2 National Conference on �Recent Advances in power System (RARS - 2014) Prof. Balwinder Singh Electrical 28/06/2014 Research Overview Research Groups Sponsored Research Consultancy Collaborations In-House Projects Academics Time Tables Examination Academic Calendar Undergraduate Programme Postgraduate Programme PhD Programme Facilities Library Computer Centre Sports Hostels Medical Facility Workshops Information E-Notices Multimedia Brochure & Prospectus CRIKC Sexual Harassment Complaints Website Credits Copyright � 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012 Web Editor Anti-Ragging Privacy Statement Report Copyright Infringement"
"html","Courses and Conferences | Punjab Engineering College Skip to main content Alumni Webmail Jobs Tenders Office Orders NIRF RTI Placements Contact Us Search Home Institute History Vision & Mission Campus Location News and Events Tenders & Quotations Balance Sheets Rules, Guidelines & Forms Faculty Affairs IQAC Reports Administration Board Of Governors Chairman, Board of Governors Director Senate Members Building & Works Committee Finance Committee Grievance Redressal Committee Institute Functionaries Minutes of Meetings Programmes Undergraduate Postgraduate Doctorate Academic Support for Students Accreditation Scholarships IQAC Reports E-Academic Portal Admissions Academic Units Departments Centres Research Overview Research Groups Sponsored Research In-House Projects Consultancy Courses and Conferences Young Research Fellows Programme Norms and Forms Contacts Campus Life Students Facilities Online Fee Payment -A A +A Research & Consultancy Overview Research Groups Sponsored Research In-House Projects Consultancy Advance Manufacturing Lab Norms and Forms Contacts Quick Links Alumni Central Library TEQIP III Admissions Placement Tenders Close modal Courses and Conferences Courses S.No Name of Course Name of the Coordinator Deptt. Duration 1 Six Sigma & Research Methodology Prof. P. S. Satsangi Mechanical 20/12/2010 to 24/12/2010 2 Design of Embedded Systems Prof. Neelu Jain E&EC 4/6/2010 to 5/6/2010 3 Refresher Course in �Mechanical Engineering� Prof. Sushant Samir Mechanical 29/12/2011 to 11/01/2012 4 Flights Mechanics & Recent Developments Prof. Rakesh Kumar Aeronautical 3/12/2012 to 07/12/2012 5 Faculty Development progremme with INFOSYS Prof. Sanjeev Sofat CS&E 12/9/2012 to 14/9/2012 6 Short Term Course on Applications of PLC in Mechatronics Prof. Balwinder Singh Electrical 7/1/2013 to 11/1/2013 7 Industry �Institute interaction on CSE Programming ( E-Waste Management) Porf. Sanjeev Sofat CS&E 8 Value Engineering Module - 1 Prof. R.M Belokar Production 14/07/2014 to 18/07/2014 Workshop S.No Name of Workshop Name of the Coordinator Deptt. Duration 1 Advance Techniques for Material Characterization Prof. Uma Batra Metallurgy 06/11/2012 2 One Workshop on Enhancement of R&D Activities Prof. P.S Satsangi Aeronautical 30/11/2012 3 The role & importance of basic sciences and humanities in U.G Engg. programe & revision of existing curriculum Prof. Sucheta Applied Science 23/03/2013 4 Design and Simulation of Photonic Communication System Prof. Neelam R. Prakash Prof. Neena Gupta E&EC 25/01/2013 5 Photonics System and Network Design Prof. Neelam R. Prakash Prof. Neena Gupta E&EC 06/02/2013 6 Recent Trends in Renewal Energy Sources Prof. Tarlochan kaur Electrical 13/03/2013 7 Quality Management System in Tube Manufacturing Prof. Uma Batra Metallurgy 08/03/2013 8 Development in Renewal Energy Sources Prof. Balwinder Singh Electrical 27/02/2013 to 01/03/2013 Conference S. No Name of Conference Name of the Coordinator Deptt. Duration 1 Half Day Round Table Conference with DIT �Critical Information Infrastructure Protection � Towards a Cyber Safe City� Prof. Sanjeev Sofat CSE 28/08/2012 2 National Conference on �Recent Advances in power System (RARS - 2014) Prof. Balwinder Singh Electrical 28/06/2014 Research Overview Research Groups Sponsored Research Consultancy Collaborations In-House Projects Academics Time Tables Examination Academic Calendar Undergraduate Programme Postgraduate Programme PhD Programme Facilities Library Computer Centre Sports Hostels Medical Facility Workshops Information E-Notices Multimedia Brochure & Prospectus CRIKC Sexual Harassment Complaints Website Credits Copyright � 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012 Web Editor Anti-Ragging Privacy Statement Report Copyright Infringement"
"head","Courses and Conferences | Punjab Engineering College"
"title","Courses and Conferences | Punjab Engineering College"
"body","Skip to main content Alumni Webmail Jobs Tenders Office Orders NIRF RTI Placements Contact Us Search Home Institute History Vision & Mission Campus Location News and Events Tenders & Quotations Balance Sheets Rules, Guidelines & Forms Faculty Affairs IQAC Reports Administration Board Of Governors Chairman, Board of Governors Director Senate Members Building & Works Committee Finance Committee Grievance Redressal Committee Institute Functionaries Minutes of Meetings Programmes Undergraduate Postgraduate Doctorate Academic Support for Students Accreditation Scholarships IQAC Reports E-Academic Portal Admissions Academic Units Departments Centres Research Overview Research Groups Sponsored Research In-House Projects Consultancy Courses and Conferences Young Research Fellows Programme Norms and Forms Contacts Campus Life Students Facilities Online Fee Payment -A A +A Research & Consultancy Overview Research Groups Sponsored Research In-House Projects Consultancy Advance Manufacturing Lab Norms and Forms Contacts Quick Links Alumni Central Library TEQIP III Admissions Placement Tenders Close modal Courses and Conferences Courses S.No Name of Course Name of the Coordinator Deptt. Duration 1 Six Sigma & Research Methodology Prof. P. S. Satsangi Mechanical 20/12/2010 to 24/12/2010 2 Design of Embedded Systems Prof. Neelu Jain E&EC 4/6/2010 to 5/6/2010 3 Refresher Course in �Mechanical Engineering� Prof. Sushant Samir Mechanical 29/12/2011 to 11/01/2012 4 Flights Mechanics & Recent Developments Prof. Rakesh Kumar Aeronautical 3/12/2012 to 07/12/2012 5 Faculty Development progremme with INFOSYS Prof. Sanjeev Sofat CS&E 12/9/2012 to 14/9/2012 6 Short Term Course on Applications of PLC in Mechatronics Prof. Balwinder Singh Electrical 7/1/2013 to 11/1/2013 7 Industry �Institute interaction on CSE Programming ( E-Waste Management) Porf. Sanjeev Sofat CS&E 8 Value Engineering Module - 1 Prof. R.M Belokar Production 14/07/2014 to 18/07/2014 Workshop S.No Name of Workshop Name of the Coordinator Deptt. Duration 1 Advance Techniques for Material Characterization Prof. Uma Batra Metallurgy 06/11/2012 2 One Workshop on Enhancement of R&D Activities Prof. P.S Satsangi Aeronautical 30/11/2012 3 The role & importance of basic sciences and humanities in U.G Engg. programe & revision of existing curriculum Prof. Sucheta Applied Science 23/03/2013 4 Design and Simulation of Photonic Communication System Prof. Neelam R. Prakash Prof. Neena Gupta E&EC 25/01/2013 5 Photonics System and Network Design Prof. Neelam R. Prakash Prof. Neena Gupta E&EC 06/02/2013 6 Recent Trends in Renewal Energy Sources Prof. Tarlochan kaur Electrical 13/03/2013 7 Quality Management System in Tube Manufacturing Prof. Uma Batra Metallurgy 08/03/2013 8 Development in Renewal Energy Sources Prof. Balwinder Singh Electrical 27/02/2013 to 01/03/2013 Conference S. No Name of Conference Name of the Coordinator Deptt. Duration 1 Half Day Round Table Conference with DIT �Critical Information Infrastructure Protection � Towards a Cyber Safe City� Prof. Sanjeev Sofat CSE 28/08/2012 2 National Conference on �Recent Advances in power System (RARS - 2014) Prof. Balwinder Singh Electrical 28/06/2014 Research Overview Research Groups Sponsored Research Consultancy Collaborations In-House Projects Academics Time Tables Examination Academic Calendar Undergraduate Programme Postgraduate Programme PhD Programme Facilities Library Computer Centre Sports Hostels Medical Facility Workshops Information E-Notices Multimedia Brochure & Prospectus CRIKC Sexual Harassment Complaints Website Credits Copyright � 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012 Web Editor Anti-Ragging Privacy Statement Report Copyright Infringement"
"a","Skip to main content"
"section","Alumni Webmail Jobs Tenders Office Orders NIRF RTI Placements Contact Us Search Home Institute History Vision & Mission Campus Location News and Events Tenders & Quotations Balance Sheets Rules, Guidelines & Forms Faculty Affairs IQAC Reports Administration Board Of Governors Chairman, Board of Governors Director Senate Members Building & Works Committee Finance Committee Grievance Redressal Committee Institute Functionaries Minutes of Meetings Programmes Undergraduate Postgraduate Doctorate Academic Support for Students Accreditation Scholarships IQAC Reports E-Academic Portal Admissions Academic Units Departments Centres Research Overview Research Groups Sponsored Research In-House Projects Consultancy Courses and Conferences Young Research Fellows Programme Norms and Forms Contacts Campus Life Students Facilities Online Fee Payment"
"ul","Alumni Webmail Jobs Tenders Office Orders NIRF RTI Placements Contact Us Search"
"li","Alumni"
"a","Alumni"
"li","Webmail"
"a","Webmail"
"li","Jobs"
"a","Jobs"
"li","Tenders"
"a","Tenders"
"li","Office Orders"
"a","Office Orders"
"li","NIRF"
"a","NIRF"
"li","RTI"
"a","RTI"
"li","Placements"
"a","Placements"
"li","Contact Us"
"a","Contact Us"
"li","Search"
"form","Search"
"label","Search"
"ul","Home Institute History Vision & Mission Campus Location News and Events Tenders & Quotations Balance Sheets Rules, Guidelines & Forms Faculty Affairs IQAC Reports Administration Board Of Governors Chairman, Board of Governors Director Senate Members Building & Works Committee Finance Committee Grievance Redressal Committee Institute Functionaries Minutes of Meetings Programmes Undergraduate Postgraduate Doctorate Academic Support for Students Accreditation Scholarships IQAC Reports E-Academic Portal Admissions Academic Units Departments Centres Research Overview Research Groups Sponsored Research In-House Projects Consultancy Courses and Conferences Young Research Fellows Programme Norms and Forms Contacts Campus Life Students Facilities Online Fee Payment"
"li","Home"
"a","Home"
"li","Institute History Vision & Mission Campus Location News and Events Tenders & Quotations Balance Sheets Rules, Guidelines & Forms Faculty Affairs IQAC Reports"
"a","Institute"
"ul","History Vision & Mission Campus Location News and Events Tenders & Quotations Balance Sheets Rules, Guidelines & Forms Faculty Affairs IQAC Reports"
"li","History"
"a","History"
"li","Vision & Mission"
"a","Vision & Mission"
"li","Campus"
"a","Campus"
"li","Location"
"a","Location"
"li","News and Events"
"a","News and Events"
"li","Tenders & Quotations"
"a","Tenders & Quotations"
"li","Balance Sheets"
"a","Balance Sheets"
"li","Rules, Guidelines & Forms"
"a","Rules, Guidelines & Forms"
"li","Faculty Affairs"
"a","Faculty Affairs"
"li","IQAC Reports"
"a","IQAC Reports"
"li","Administration Board Of Governors Chairman, Board of Governors Director Senate Members Building & Works Committee Finance Committee Grievance Redressal Committee Institute Functionaries Minutes of Meetings"
"a","Administration"
"ul","Board Of Governors Chairman, Board of Governors Director Senate Members Building & Works Committee Finance Committee Grievance Redressal Committee Institute Functionaries Minutes of Meetings"
"li","Board Of Governors"
"a","Board Of Governors"
"li","Chairman, Board of Governors"
"a","Chairman, Board of Governors"
"li","Director"
"a","Director"
"li","Senate Members"
"a","Senate Members"
"li","Building & Works Committee"
"a","Building & Works Committee"
"li","Finance Committee"
"a","Finance Committee"
"li","Grievance Redressal Committee"
"a","Grievance Redressal Committee"
"li","Institute Functionaries"
"a","Institute Functionaries"
"li","Minutes of Meetings"
"a","Minutes of Meetings"
"li","Programmes Undergraduate Postgraduate Doctorate Academic Support for Students Accreditation Scholarships IQAC Reports E-Academic Portal"
"a","Programmes"
"ul","Undergraduate Postgraduate Doctorate Academic Support for Students Accreditation Scholarships IQAC Reports E-Academic Portal"
"li","Undergraduate"
"a","Undergraduate"
"li","Postgraduate"
"a","Postgraduate"
"li","Doctorate"
"a","Doctorate"
"li","Academic Support for Students"
"a","Academic Support for Students"
"li","Accreditation"
"a","Accreditation"
"li","Scholarships"
"a","Scholarships"
"li","IQAC Reports"
"a","IQAC Reports"
"li","E-Academic Portal"
"a","E-Academic Portal"
"li","Admissions"
"a","Admissions"
"li","Academic Units Departments Centres"
"a","Academic Units"
"ul","Departments Centres"
"li","Departments"
"a","Departments"
"li","Centres"
"a","Centres"
"li","Research Overview Research Groups Sponsored Research In-House Projects Consultancy Courses and Conferences Young Research Fellows Programme Norms and Forms Contacts"
"a","Research"
"ul","Overview Research Groups Sponsored Research In-House Projects Consultancy Courses and Conferences Young Research Fellows Programme Norms and Forms Contacts"
"li","Overview"
"a","Overview"
"li","Research Groups"
"a","Research Groups"
"li","Sponsored Research"
"a","Sponsored Research"
"li","In-House Projects"
"a","In-House Projects"
"li","Consultancy"
"a","Consultancy"
"li","Courses and Conferences"
"a","Courses and Conferences"
"li","Young Research Fellows Programme"
"a","Young Research Fellows Programme"
"li","Norms and Forms"
"a","Norms and Forms"
"li","Contacts"
"a","Contacts"
"li","Campus Life Students Facilities Online Fee Payment"
"a","Campus Life"
"ul","Students Facilities Online Fee Payment"
"li","Students"
"a","Students"
"li","Facilities"
"a","Facilities"
"li","Online Fee Payment"
"a","Online Fee Payment"
